Timestamp,Plant_Type,Pot_Size,Soil_Moisture,Temperature,Humidity,Light_Level,Water_Needed
2023-01-04 08:49:46.011819,Herb,Large,78.53,17.95,47.11,7316.4,0
2023-01-04 09:08:15.781971,Tropical,Large,36.9,25.51,62.72,6874.91,1
2023-01-04 09:23:39.615839,Succulent,Small,65.04,26.34,39.66,7535.82,0
2023-01-04 09:36:03.222881,Herb,Large,57.39,19.07,56.05,5622.32,0
2023-01-04 09:55:26.067880,Succulent,Large,60.26,23.3,40.35,12109.31,0
2023-01-04 10:08:40.372399,Herb,Medium,64.96,20.03,48.87,2883.53,0
2023-01-04 10:27:33.414825,Flowering,Large,42.17,23.2,60.5,5465.04,1
2023-01-04 10:38:23.700536,Succulent,Medium,19.43,24.32,39.5,12881.28,1
2023-01-04 10:55:26.641847,Tropical,Medium,56.99,24.88,68.29,663.16,0
2023-01-04 11:09:54.138106,Herb,Small,45.89,23.23,58.97,7533.94,1
2023-01-04 11:23:15.677623,Succulent,Medium,47.7,22.42,36.96,10206.96,0
2023-01-04 11:38:47.555811,Tropical,Large,49.24,26.39,76.61,4758.2,1
2023-01-04 11:52:07.730051,Succulent,Large,30.16,24.76,40.64,10002.7,0
2023-01-04 12:06:11.198441,Herb,Small,58.51,16.9,55.69,7095.42,0
2023-01-04 12:20:00.738862,Succulent,Medium,64.59,23.78,31.18,9659.87,0
2023-01-04 12:34:21.370326,Herb,Small,36.42,19.25,55.13,10559.25,1
2023-01-04 12:46:02.855962,Flowering,Medium,54.09,21.47,64.47,8104.26,0
2023-01-04 13:00:52.774650,Tropical,Medium,38.16,22.7,68.85,2363.04,1
2023-01-04 13:14:39.445922,Fern,Medium,96.25,22.34,65.04,1849.17,0
2023-01-04 13:28:57.137227,Herb,Medium,54.78,23.55,61.01,11139.96,0
2023-01-04 13:41:39.934450,Fern,Large,79.76,20.89,68.62,2956.55,0
2023-01-04 13:59:24.137821,Flowering,Large,34.43,21.97,57.56,7078.93,1
2023-01-04 14:18:08.080465,Flowering,Small,56.24,21.58,55.78,11582.53,0
2023-01-04 14:29:42.095353,Tropical,Small,82.55,23.71,67.19,6603.9,0
2023-01-04 14:47:20.829365,Herb,Small,58.45,17.99,53.42,10293.52,0
2023-01-04 15:02:26.822562,Fern,Medium,72.81,19.51,69.54,3634.11,0
2023-01-04 15:20:10.654882,Herb,Medium,46.72,19.68,51.39,5168.69,0
2023-01-04 15:30:17.180978,Fern,Large,72.23,17.74,73.74,4355.05,0
2023-01-04 15:49:06.435089,Herb,Small,55.8,20.39,53.61,1121.67,0
2023-01-04 16:04:34.066368,Flowering,Medium,41.71,26.49,55.56,9322.4,1
2023-01-04 16:18:32.663913,Fern,Medium,44.53,24.0,65.76,3604.39,1
2023-01-04 16:33:58.891613,Flowering,Small,78.33,25.31,67.01,7251.21,0
2023-01-04 16:52:06.586220,Fern,Large,60.18,20.27,75.34,3631.48,0
2023-01-04 17:08:42.642829,Succulent,Small,60.53,23.23,54.77,17357.66,0
2023-01-04 17:21:23.768111,Tropical,Large,57.67,21.2,60.17,4770.91,0
2023-01-04 17:38:55.285543,Herb,Large,65.86,17.48,48.19,10203.22,0
2023-01-04 17:55:30.699643,Flowering,Small,35.81,24.09,66.1,3309.72,1
2023-01-04 18:12:37.717563,Flowering,Small,49.63,23.36,64.21,5677.17,1
2023-01-04 18:23:17.674771,Herb,Large,44.75,26.23,48.39,10723.69,1
2023-01-04 18:34:51.689422,Flowering,Small,46.25,22.18,56.92,4730.19,1
2023-01-04 18:53:28.944831,Succulent,Small,22.78,23.04,44.13,17352.13,0
2023-01-04 19:07:10.591760,Tropical,Medium,47.72,26.86,60.73,7831.3,1
2023-01-04 19:20:58.578581,Fern,Large,48.62,21.46,80.56,2426.78,1
2023-01-04 19:34:51.970267,Tropical,Medium,69.27,23.96,70.13,7148.02,0
2023-01-04 19:54:50.493488,Herb,Medium,62.87,19.72,49.5,11687.95,0
2023-01-04 20:10:49.416783,Fern,Medium,80.63,22.13,62.81,1330.21,0
2023-01-04 20:25:21.133555,Tropical,Large,66.1,25.52,64.08,3218.93,0
2023-01-04 20:40:06.532627,Fern,Large,62.8,18.52,65.88,4257.57,0
2023-01-04 20:50:41.590461,Fern,Medium,48.88,21.27,78.98,1935.17,1
2023-01-04 21:06:35.978031,Tropical,Small,80.14,26.3,71.85,6435.19,0
2023-01-04 21:24:25.115323,Succulent,Large,52.78,22.16,38.05,14379.38,0
2023-01-04 21:34:53.693673,Herb,Medium,53.91,22.54,59.62,10074.59,0
2023-01-04 21:52:05.267543,Herb,Large,69.05,21.28,54.09,4785.69,0
2023-01-04 22:02:42.663516,Succulent,Small,17.93,25.55,44.6,8567.74,1
2023-01-04 22:15:38.460808,Succulent,Small,58.82,23.56,31.81,12921.16,0
2023-01-04 22:27:59.716930,Flowering,Large,68.44,23.31,56.89,8021.25,0
2023-01-04 22:43:59.599082,Succulent,Small,18.52,22.0,38.6,15722.31,1
2023-01-04 22:56:45.018066,Herb,Large,39.66,17.59,64.59,7556.09,1
2023-01-04 23:14:04.102365,Fern,Small,90.97,18.0,74.37,4245.5,0
2023-01-04 23:32:42.926173,Herb,Small,62.43,21.46,54.79,6259.75,0
2023-01-04 23:48:51.963819,Flowering,Small,34.21,22.46,54.63,4894.43,1
2023-01-05 00:07:05.177575,Flowering,Large,74.78,24.03,57.03,6421.92,0
2023-01-05 00:23:26.508251,Herb,Small,51.47,23.31,54.72,11252.22,0
2023-01-05 00:35:43.580350,Herb,Small,58.86,17.62,63.2,12809.6,0
2023-01-05 00:46:40.113017,Succulent,Medium,15.55,23.69,34.92,8903.89,1
2023-01-05 00:58:04.452104,Fern,Small,87.65,20.25,67.38,2161.09,0
2023-01-05 01:11:04.361114,Tropical,Small,40.85,27.07,69.3,6470.5,1
2023-01-05 01:22:16.042448,Herb,Small,60.27,18.81,49.74,705.06,0
2023-01-05 01:32:51.960845,Succulent,Medium,24.5,25.14,38.59,17979.47,0
2023-01-05 01:43:02.625185,Succulent,Large,43.38,19.51,35.95,10388.41,0
2023-01-05 02:01:34.343802,Herb,Small,44.87,15.24,60.71,7608.56,1
2023-01-05 02:17:05.848258,Tropical,Small,90.97,27.32,59.52,7861.28,0
2023-01-05 02:36:20.060763,Tropical,Large,87.61,25.9,68.01,8552.47,0
2023-01-05 02:56:03.629664,Tropical,Small,51.07,21.33,63.54,1954.81,1
2023-01-05 03:14:14.251665,Fern,Medium,67.55,21.79,64.11,950.05,0
2023-01-05 03:33:13.224640,Succulent,Medium,42.79,20.43,43.63,18132.72,0
2023-01-05 03:49:14.685538,Flowering,Medium,85.68,18.9,67.64,8174.89,0
2023-01-05 04:07:04.759681,Flowering,Medium,73.89,25.26,50.39,2229.94,0
2023-01-05 04:21:56.388538,Fern,Small,63.54,17.24,71.44,1858.05,1
2023-01-05 04:35:52.823085,Tropical,Large,93.35,26.62,68.53,3874.71,0
2023-01-05 04:46:22.951354,Tropical,Large,40.46,22.23,59.37,2085.07,1
2023-01-05 04:58:10.810353,Tropical,Large,51.27,25.01,56.43,5618.18,0
2023-01-05 05:11:58.109937,Tropical,Large,82.76,24.34,60.22,4101.17,0
2023-01-05 05:25:50.328604,Fern,Medium,40.2,20.46,71.17,3256.77,1
2023-01-05 05:42:18.307307,Tropical,Medium,39.47,25.61,64.99,3960.47,1
2023-01-05 05:54:10.125636,Tropical,Medium,66.13,24.61,55.32,8281.6,0
2023-01-05 06:04:31.971418,Flowering,Small,72.64,24.88,69.68,7659.59,0
2023-01-05 06:21:06.602370,Herb,Large,80.15,16.32,54.95,11782.0,0
2023-01-05 06:39:59.915911,Succulent,Small,45.65,22.94,47.32,15781.13,0
2023-01-05 06:54:37.726144,Herb,Large,48.08,15.48,52.11,3346.23,0
2023-01-05 07:11:10.898803,Flowering,Medium,78.31,22.19,58.91,11529.56,0
2023-01-05 07:25:54.520784,Tropical,Small,92.01,24.61,64.59,2816.38,0
2023-01-05 07:44:06.132231,Flowering,Medium,47.45,21.78,59.53,7663.83,1
2023-01-05 07:58:01.604364,Flowering,Medium,79.11,22.2,59.77,5866.45,0
2023-01-05 08:15:15.249141,Succulent,Small,52.33,23.71,46.5,17399.67,0
2023-01-05 08:29:38.498882,Herb,Medium,39.89,19.47,56.69,12741.51,1
2023-01-05 08:46:54.536925,Tropical,Large,72.96,27.93,70.43,3798.86,0
2023-01-05 09:01:03.074006,Herb,Medium,34.66,19.47,52.34,14617.53,1
2023-01-05 09:18:45.780625,Flowering,Medium,55.56,21.6,65.54,4543.09,0
2023-01-05 09:33:24.357676,Herb,Small,51.28,21.57,54.05,12097.82,0
2023-01-05 09:50:59.231536,Herb,Small,56.15,19.1,49.91,9858.92,0
2023-01-05 10:08:11.385989,Flowering,Small,85.94,25.43,58.74,8958.06,0
2023-01-05 10:24:36.622717,Tropical,Small,72.39,25.26,60.34,5739.14,0
2023-01-05 10:41:12.898521,Tropical,Small,84.27,26.88,66.02,3487.54,0
2023-01-05 10:58:46.609567,Fern,Large,62.08,22.47,63.44,926.59,0
2023-01-05 11:09:16.213162,Flowering,Small,51.41,24.0,58.99,6183.91,1
2023-01-05 11:21:21.100464,Fern,Large,49.13,17.06,70.94,2291.61,1
2023-01-05 11:34:57.115625,Herb,Large,72.43,18.23,50.39,6462.85,0
2023-01-05 11:46:32.912532,Fern,Medium,49.01,20.71,69.83,2370.16,1
2023-01-05 12:03:05.731037,Herb,Medium,33.44,19.96,53.23,12773.83,1
2023-01-05 12:22:28.971727,Herb,Large,57.58,20.99,53.46,12931.68,0
2023-01-05 12:33:04.957816,Flowering,Small,55.52,23.59,57.26,7354.86,0
2023-01-05 12:49:26.831902,Flowering,Small,61.94,22.92,63.06,6669.59,0
2023-01-05 13:06:38.440795,Tropical,Small,40.93,22.27,62.74,6439.96,1
2023-01-05 13:23:28.260830,Fern,Small,75.07,21.09,75.06,4141.36,0
2023-01-05 13:40:27.537822,Herb,Large,54.22,18.75,55.92,12934.95,0
2023-01-05 13:50:56.182098,Flowering,Medium,73.64,20.04,59.77,7274.86,0
2023-01-05 14:04:43.920862,Succulent,Medium,62.5,21.57,39.08,15353.43,0
2023-01-05 14:19:42.702400,Flowering,Small,67.86,22.16,55.23,8688.17,0
2023-01-05 14:39:30.207265,Fern,Small,68.37,24.3,75.9,432.61,0
2023-01-05 14:52:17.969574,Herb,Small,49.47,18.24,59.4,11151.08,0
2023-01-05 15:09:23.349484,Tropical,Small,44.82,24.81,77.01,3370.09,1
2023-01-05 15:26:14.911101,Herb,Large,54.96,22.98,59.53,11928.13,0
2023-01-05 15:43:31.316903,Fern,Medium,56.35,20.48,59.04,1425.73,1
2023-01-05 16:00:45.847341,Herb,Medium,49.4,18.12,58.38,8131.54,0
2023-01-05 16:17:28.655178,Fern,Small,66.76,19.3,61.49,2667.03,0
2023-01-05 16:29:51.996016,Succulent,Small,52.15,21.85,37.64,15074.8,0
2023-01-05 16:46:27.329708,Flowering,Large,44.33,23.66,57.7,7267.13,1
2023-01-05 16:58:22.722762,Fern,Small,57.69,17.78,71.82,3474.46,1
2023-01-05 17:08:36.604699,Fern,Small,75.92,21.1,77.54,4622.25,0
2023-01-05 17:23:44.801818,Flowering,Large,81.68,20.9,65.62,5879.37,0
2023-01-05 17:36:42.423125,Succulent,Small,48.5,22.54,43.67,14686.06,0
2023-01-05 17:53:17.914212,Herb,Large,57.91,19.01,55.24,10414.6,0
2023-01-05 18:03:44.720564,Tropical,Medium,40.67,26.23,68.49,6136.65,1
2023-01-05 18:17:31.605325,Flowering,Large,73.62,21.85,61.52,5794.59,0
2023-01-05 18:33:06.647726,Fern,Small,93.29,17.82,66.75,2556.7,0
2023-01-05 18:50:36.623355,Tropical,Small,44.02,22.45,59.97,5572.38,1
2023-01-05 19:05:25.245853,Tropical,Large,63.79,23.52,68.08,4724.76,0
2023-01-05 19:17:03.019375,Fern,Large,84.84,17.35,73.72,728.39,0
2023-01-05 19:31:23.219541,Flowering,Large,68.16,18.46,51.44,8516.35,0
2023-01-05 19:44:52.941520,Herb,Large,70.22,19.57,62.34,8025.84,0
2023-01-05 19:58:32.341130,Fern,Medium,81.31,17.7,64.24,2868.77,0
2023-01-05 20:16:56.116032,Tropical,Medium,91.35,26.18,73.49,8203.89,0
2023-01-05 20:32:12.456222,Flowering,Medium,44.18,26.48,60.58,7995.9,1
2023-01-05 20:45:32.678489,Herb,Medium,55.61,22.09,51.7,11353.31,0
2023-01-05 21:02:53.737462,Succulent,Large,16.63,19.2,35.16,12326.63,1
2023-01-05 21:21:18.902694,Succulent,Medium,20.99,23.82,53.02,7334.2,0
2023-01-05 21:31:47.521518,Flowering,Large,77.08,21.13,53.6,8717.03,0
2023-01-05 21:49:23.125104,Fern,Medium,52.2,18.36,62.37,2286.93,0
2023-01-05 22:00:17.631939,Fern,Large,98.78,21.16,73.01,982.86,0
2023-01-05 22:12:44.506353,Flowering,Large,45.42,21.24,67.37,6864.14,1
2023-01-05 22:26:18.296268,Herb,Small,41.34,23.11,46.56,10.0,1
2023-01-05 22:39:40.948694,Herb,Small,41.29,19.07,51.46,7709.96,1
2023-01-05 22:53:29.570770,Tropical,Small,90.15,24.0,63.37,5529.46,0
2023-01-05 23:12:17.195465,Flowering,Small,81.73,19.41,54.57,8685.09,0
2023-01-05 23:32:02.079705,Fern,Medium,54.53,19.53,70.29,3077.66,1
2023-01-05 23:45:05.583131,Succulent,Large,53.04,25.24,26.99,13285.58,0
2023-01-06 00:03:34.883238,Fern,Large,88.22,19.69,76.69,2356.47,0
2023-01-06 00:22:08.292701,Tropical,Large,62.89,25.45,58.02,6638.03,0
2023-01-06 00:34:03.563708,Herb,Small,56.95,21.19,51.15,9966.45,0
2023-01-06 00:52:55.345675,Fern,Small,62.68,23.63,72.5,2532.19,0
2023-01-06 01:05:30.281920,Herb,Small,34.3,18.77,58.8,9042.54,1
2023-01-06 01:24:33.464098,Succulent,Small,16.97,21.54,30.63,13057.7,1
2023-01-06 01:38:25.685452,Succulent,Small,16.23,23.86,42.86,15859.73,1
2023-01-06 01:50:09.861662,Succulent,Medium,58.83,24.73,54.45,7201.46,0
2023-01-06 02:03:10.905767,Flowering,Small,65.01,21.25,57.32,8823.88,0
2023-01-06 02:14:58.804240,Flowering,Medium,32.54,22.08,69.21,8100.06,1
2023-01-06 02:33:39.108056,Fern,Small,88.28,24.13,71.11,4388.84,0
2023-01-06 02:51:15.918938,Tropical,Large,70.29,25.85,64.93,5830.11,0
2023-01-06 03:06:17.123627,Flowering,Medium,67.94,22.36,59.69,10336.97,0
2023-01-06 03:24:00.412278,Herb,Medium,66.08,17.34,56.59,3028.34,0
2023-01-06 03:43:06.533036,Succulent,Large,26.39,22.16,34.86,14536.7,0
2023-01-06 03:58:58.352113,Fern,Small,94.29,21.46,67.89,2432.7,0
2023-01-06 04:14:43.782377,Flowering,Medium,81.33,17.45,51.68,8957.94,0
2023-01-06 04:34:20.859927,Flowering,Small,83.87,20.05,69.77,6934.43,0
2023-01-06 04:51:23.034040,Succulent,Small,34.49,22.69,39.11,3155.12,0
2023-01-06 05:08:59.343172,Succulent,Medium,15.27,24.04,50.31,12720.78,1
2023-01-06 05:20:02.089384,Flowering,Large,41.85,24.84,58.76,9346.2,1
2023-01-06 05:34:28.906009,Flowering,Large,40.45,19.18,61.65,8263.49,1
2023-01-06 05:46:15.379449,Tropical,Medium,51.72,21.23,64.49,4721.27,0
2023-01-06 05:59:58.348592,Flowering,Large,57.8,22.85,55.44,6642.94,0
2023-01-06 06:14:46.635451,Fern,Large,41.51,19.46,68.83,4902.71,1
2023-01-06 06:25:32.570100,Flowering,Large,75.65,20.39,56.48,6473.48,0
2023-01-06 06:42:55.627832,Fern,Large,47.21,23.98,71.39,1474.05,1
2023-01-06 06:57:04.206787,Fern,Large,98.46,17.24,70.73,1242.89,0
2023-01-06 07:08:41.025199,Fern,Large,89.62,18.76,69.3,2533.83,0
2023-01-06 07:24:43.371806,Flowering,Small,67.83,22.27,58.33,4484.84,0
2023-01-06 07:36:28.941879,Succulent,Medium,40.0,23.56,35.45,13402.23,0
2023-01-06 07:52:47.898097,Tropical,Medium,90.13,23.08,59.95,3718.84,0
2023-01-06 08:10:53.720615,Flowering,Large,53.36,21.17,64.9,4474.26,0
2023-01-06 08:21:00.514985,Fern,Medium,80.21,23.42,66.42,3138.63,0
2023-01-06 08:40:58.485155,Succulent,Small,10.87,23.35,42.03,12410.06,1
2023-01-06 08:56:17.407191,Succulent,Small,42.05,24.25,40.9,13308.51,0
2023-01-06 09:14:19.576049,Fern,Medium,84.6,19.16,73.46,2867.25,0
2023-01-06 09:32:48.434834,Fern,Small,46.52,18.8,70.85,1545.23,1
2023-01-06 09:47:23.054077,Succulent,Small,48.39,25.64,46.0,8849.14,0
2023-01-06 10:06:11.105866,Herb,Small,57.98,19.6,58.39,1972.61,0
2023-01-06 10:22:12.432042,Fern,Large,47.06,21.08,75.83,2406.92,1
2023-01-06 10:32:26.143815,Flowering,Small,35.41,22.31,59.16,5632.26,1
2023-01-06 10:49:52.625316,Herb,Medium,64.46,16.84,51.08,13658.26,0
2023-01-06 11:01:54.810511,Tropical,Large,45.96,28.58,69.38,11531.18,1
2023-01-06 11:19:02.313554,Herb,Medium,66.91,23.92,56.56,11650.0,0
2023-01-06 11:33:29.748777,Fern,Medium,82.7,20.15,70.88,2456.57,0
2023-01-06 11:45:07.424172,Fern,Large,48.97,20.45,65.12,1626.12,1
2023-01-06 12:02:19.849902,Herb,Medium,73.4,18.35,53.28,8090.84,0
2023-01-06 12:22:14.239763,Flowering,Large,68.54,20.87,57.72,9426.73,0
2023-01-06 12:32:15.722756,Tropical,Medium,55.02,24.08,71.28,3913.01,0
2023-01-06 12:48:11.383609,Tropical,Small,73.61,25.2,64.98,5528.09,0
2023-01-06 13:05:20.125234,Herb,Medium,55.41,22.83,60.24,7845.76,0
2023-01-06 13:15:55.081000,Succulent,Small,10.23,21.13,40.74,11320.3,1
2023-01-06 13:29:38.212812,Tropical,Large,74.71,24.39,63.55,3524.04,0
2023-01-06 13:40:23.294548,Fern,Medium,90.64,19.2,69.15,1957.71,0
2023-01-06 14:00:14.286990,Herb,Large,38.28,19.18,52.38,8611.14,1
2023-01-06 14:16:07.157383,Tropical,Small,49.93,22.81,68.78,2166.58,1
2023-01-06 14:33:13.605180,Fern,Medium,75.2,19.56,69.34,1794.83,0
2023-01-06 14:44:33.999565,Fern,Small,62.3,19.42,76.52,3142.12,1
2023-01-06 15:01:40.479079,Flowering,Small,41.05,24.31,57.55,5556.09,1
2023-01-06 15:20:29.399336,Succulent,Medium,58.68,22.57,40.16,10586.93,0
2023-01-06 15:35:11.024738,Tropical,Large,59.54,24.22,58.77,4384.34,0
2023-01-06 15:51:35.785731,Herb,Medium,63.19,21.19,58.82,10399.72,0
2023-01-06 16:09:49.561830,Herb,Medium,76.92,18.01,59.44,7388.13,0
2023-01-06 16:24:02.263481,Flowering,Large,61.3,20.56,56.5,7517.99,0
2023-01-06 16:39:22.688914,Tropical,Large,63.9,24.5,61.64,5114.49,0
2023-01-06 16:56:53.334694,Fern,Large,84.62,22.91,66.48,2730.8,0
2023-01-06 17:10:18.661723,Tropical,Small,92.72,21.64,58.83,10.0,0
2023-01-06 17:29:59.677493,Succulent,Small,46.84,26.55,43.82,11905.5,0
2023-01-06 17:41:13.145244,Succulent,Medium,35.38,28.23,47.33,9151.49,0
2023-01-06 17:54:49.974000,Fern,Large,96.71,19.7,69.92,3224.63,0
2023-01-06 18:13:29.736924,Tropical,Medium,81.71,26.0,65.79,4273.28,0
2023-01-06 18:30:01.167763,Fern,Medium,83.63,18.88,78.41,4436.85,0
2023-01-06 18:49:38.163351,Flowering,Large,71.05,22.93,70.6,3048.39,0
2023-01-06 19:03:38.200927,Herb,Medium,38.34,19.68,47.15,7649.58,1
2023-01-06 19:21:45.262334,Succulent,Medium,48.17,25.11,44.27,14641.08,0
2023-01-06 19:34:29.372325,Flowering,Medium,49.46,20.37,63.99,8062.05,0
2023-01-06 19:52:28.732603,Flowering,Medium,33.62,21.87,60.31,5687.1,1
2023-01-06 20:06:55.473955,Herb,Large,50.26,19.21,43.66,7521.72,0
2023-01-06 20:24:56.242178,Flowering,Large,34.95,21.94,58.7,9880.74,1
2023-01-06 20:37:06.937447,Fern,Small,87.91,14.53,63.61,4516.16,0
2023-01-06 20:54:37.112228,Herb,Large,40.95,21.41,56.87,9627.04,1
2023-01-06 21:12:14.121009,Flowering,Large,86.14,24.08,61.67,4381.81,0
2023-01-06 21:22:25.266568,Herb,Large,48.49,18.74,53.02,6914.14,1
2023-01-06 21:33:17.765668,Herb,Medium,44.53,13.51,54.41,8522.61,1
2023-01-06 21:52:57.743096,Fern,Small,49.53,23.65,71.95,4519.33,1
2023-01-06 22:11:52.407031,Succulent,Large,57.13,22.96,42.46,17232.21,0
2023-01-06 22:30:55.704471,Flowering,Large,52.75,19.33,56.83,8955.18,0
2023-01-06 22:48:39.108008,Herb,Medium,39.11,19.84,51.66,6942.31,1
2023-01-06 23:01:54.670356,Herb,Large,41.7,21.6,44.6,5647.36,1
2023-01-06 23:19:34.387255,Flowering,Large,33.84,24.17,65.97,9883.47,1
2023-01-06 23:36:02.626316,Tropical,Medium,51.16,24.05,60.76,4573.8,0
2023-01-06 23:54:52.566290,Herb,Large,38.13,21.42,58.99,7274.07,1
2023-01-07 00:07:11.581154,Tropical,Small,66.99,22.33,70.14,8467.83,0
2023-01-07 00:24:23.715812,Flowering,Medium,35.99,20.77,55.53,10290.83,1
2023-01-07 00:36:44.463922,Tropical,Medium,72.91,25.84,57.56,5663.67,0
2023-01-07 00:52:16.825617,Fern,Small,71.4,19.89,67.85,2587.54,0
2023-01-07 01:09:12.672386,Herb,Small,34.31,17.77,54.08,11129.2,1
2023-01-07 01:21:45.938855,Tropical,Large,70.15,20.63,67.96,6664.65,0
2023-01-07 01:38:20.395915,Flowering,Medium,46.11,19.64,65.77,7993.19,1
2023-01-07 01:49:20.964479,Herb,Medium,52.29,22.75,57.1,9332.22,0
2023-01-07 02:00:40.018405,Flowering,Large,51.43,20.07,60.33,11938.7,0
2023-01-07 02:17:49.716075,Flowering,Medium,45.68,23.0,54.76,8167.92,1
2023-01-07 02:31:02.596647,Succulent,Small,51.19,25.99,43.39,12971.87,0
2023-01-07 02:50:34.955167,Succulent,Large,58.46,23.3,46.99,2606.22,0
2023-01-07 03:01:31.769684,Flowering,Small,53.08,20.9,73.16,7372.93,0
2023-01-07 03:21:26.071435,Succulent,Medium,55.99,23.55,40.47,13141.31,0
2023-01-07 03:39:06.699495,Fern,Medium,42.19,17.49,66.91,2944.58,1
2023-01-07 03:58:54.809473,Succulent,Small,64.76,25.55,38.58,13366.74,0
2023-01-07 04:18:15.815291,Succulent,Medium,31.59,22.7,46.71,14441.36,0
2023-01-07 04:28:46.595785,Tropical,Medium,39.38,25.37,68.31,8157.85,1
2023-01-07 04:42:33.684521,Tropical,Medium,91.15,24.24,68.27,7337.35,0
2023-01-07 04:53:20.076815,Fern,Small,56.84,19.7,72.01,28.69,1
2023-01-07 05:03:56.545405,Tropical,Large,43.27,24.9,60.95,4970.78,1
2023-01-07 05:20:32.347920,Succulent,Small,30.19,24.83,51.05,17188.52,0
2023-01-07 05:32:54.984672,Fern,Large,71.53,19.62,60.94,2282.13,0
2023-01-07 05:49:20.817675,Fern,Medium,42.84,20.23,68.54,1489.7,1
2023-01-07 06:08:26.386307,Herb,Medium,32.74,18.76,60.66,6288.95,1
2023-01-07 06:20:25.822840,Tropical,Large,41.59,22.61,70.84,3431.38,1
2023-01-07 06:31:51.124884,Fern,Medium,62.92,23.87,66.87,708.29,0
2023-01-07 06:47:41.418185,Fern,Medium,41.33,19.41,69.09,3227.65,1
2023-01-07 07:00:34.005881,Herb,Medium,51.89,20.21,51.14,8556.12,0
2023-01-07 07:14:58.729269,Herb,Large,74.37,20.03,43.38,9201.58,0
2023-01-07 07:32:00.167647,Tropical,Medium,85.0,25.47,60.41,6639.01,0
2023-01-07 07:49:09.260870,Tropical,Large,38.84,23.51,56.14,4948.89,1
2023-01-07 08:04:37.103061,Herb,Small,59.42,19.17,55.61,7173.43,0
2023-01-07 08:21:40.148409,Fern,Large,73.98,17.13,68.85,2954.05,0
2023-01-07 08:37:29.398131,Herb,Large,77.99,18.22,49.72,10103.71,0
2023-01-07 08:52:22.807163,Fern,Small,91.33,19.86,71.18,3314.12,0
2023-01-07 09:11:50.831123,Succulent,Small,38.91,22.91,46.2,7808.62,0
2023-01-07 09:24:03.550068,Flowering,Small,76.9,23.75,58.88,8915.89,0
2023-01-07 09:42:01.903683,Herb,Large,59.46,17.97,53.5,7335.7,0
2023-01-07 09:53:02.940836,Herb,Medium,52.6,22.6,50.25,5276.69,0
2023-01-07 10:08:49.551267,Fern,Large,70.15,21.16,69.4,2122.78,0
2023-01-07 10:19:10.933246,Herb,Small,65.28,19.88,53.67,13975.5,0
2023-01-07 10:33:33.527061,Fern,Small,80.36,20.9,69.26,3317.42,0
2023-01-07 10:51:28.445054,Flowering,Small,63.38,24.83,58.87,5301.29,0
2023-01-07 11:01:37.701246,Fern,Small,67.04,18.11,66.91,10.0,0
2023-01-07 11:15:56.797535,Tropical,Small,73.0,25.12,66.62,5651.68,0
2023-01-07 11:27:26.993036,Succulent,Large,53.7,23.87,31.83,11976.28,0
2023-01-07 11:41:42.824461,Fern,Small,69.36,18.28,68.65,1757.02,0
2023-01-07 11:58:14.630126,Tropical,Large,70.03,26.95,60.51,6535.49,0
2023-01-07 12:12:27.282772,Succulent,Small,19.76,23.36,39.89,19444.94,1
2023-01-07 12:26:22.541676,Succulent,Medium,44.78,24.06,38.41,14193.32,0
2023-01-07 12:40:49.668508,Flowering,Large,32.75,20.02,63.89,5379.11,1
2023-01-07 12:56:43.710993,Flowering,Medium,74.89,25.2,57.54,7676.02,0
2023-01-07 13:09:51.048161,Tropical,Large,42.45,24.72,58.13,1444.03,1
2023-01-07 13:26:18.300153,Fern,Large,88.18,20.23,67.21,2522.27,0
2023-01-07 13:39:16.668187,Fern,Small,49.03,22.22,69.37,1695.67,1
2023-01-07 13:58:00.298181,Tropical,Medium,66.43,22.56,67.5,2152.76,0
2023-01-07 14:13:14.813245,Herb,Medium,54.68,19.56,59.85,13082.51,0
2023-01-07 14:26:06.193892,Tropical,Large,37.36,22.67,64.69,5165.0,1
2023-01-07 14:41:43.826948,Herb,Large,78.64,20.89,51.73,8938.81,0
2023-01-07 14:54:01.944177,Succulent,Medium,30.13,26.58,46.17,15633.72,0
2023-01-07 15:06:20.867271,Flowering,Small,53.17,23.57,52.3,3483.74,1
2023-01-07 15:25:41.873447,Flowering,Large,86.84,20.59,57.49,9569.6,0
2023-01-07 15:45:30.885072,Herb,Small,77.91,20.27,63.61,9903.33,0
2023-01-07 15:59:47.034210,Tropical,Small,80.72,25.57,66.09,6473.73,0
2023-01-07 16:15:58.089027,Flowering,Large,72.12,21.52,61.69,5132.28,0
2023-01-07 16:26:35.566209,Flowering,Medium,83.1,23.09,52.99,5696.35,0
2023-01-07 16:44:23.920831,Herb,Large,39.78,22.23,70.41,13203.52,1
2023-01-07 16:54:38.884804,Succulent,Large,20.57,22.25,51.92,16689.69,1
2023-01-07 17:12:10.727013,Tropical,Medium,79.58,25.64,61.27,6737.03,0
2023-01-07 17:28:39.071741,Herb,Medium,76.87,20.68,54.3,9862.29,0
2023-01-07 17:46:44.176117,Tropical,Small,87.48,21.19,61.96,5227.67,0
2023-01-07 18:04:47.196182,Fern,Medium,56.16,19.43,72.4,4296.56,1
2023-01-07 18:18:54.489325,Fern,Small,64.47,23.77,75.75,2777.82,1
2023-01-07 18:34:40.538923,Flowering,Large,74.55,20.14,58.16,5264.28,0
